Time,Node 680.V1_rms,Node 680.V2_rms,Node 680.V3_rms,Node 684.V1_rms,Node 684.V3_rms,Node 692.V1_rms,Node 692.V2_rms,Node 692.V3_rms,UpperBound,LowerBound
6.0,2167.59619140625,2360.927001953125,2343.7392578125,2163.511962890625,2341.560546875,2167.59619140625,2360.927001953125,2343.7392578125,2522.0,2282.0
6.25,2167.595947265625,2360.927490234375,2343.739501953125,2163.51171875,2340.2958984375,2167.595947265625,2360.927490234375,2343.739501953125,2522.0,2282.0
6.5,2167.5966796875,2360.92724609375,2343.7392578125,2163.51220703125,2340.2958984375,2167.5966796875,2360.92724609375,2343.7392578125,2522.0,2282.0
6.75,2167.59619140625,2360.927490234375,2343.739501953125,2163.51171875,2340.296142578125,2167.59619140625,2360.927490234375,2343.739501953125,2522.0,2282.0
7.0,2167.596435546875,2360.9267578125,2343.7392578125,2163.51220703125,2340.2958984375,2167.596435546875,2360.9267578125,2343.7392578125,2522.0,2282.0
7.25,2167.595947265625,2360.927001953125,2343.739501953125,2163.51171875,2340.2958984375,2167.595947265625,2360.927001953125,2343.739501953125,2522.0,2282.0
7.5,2167.596435546875,2360.92724609375,2343.7392578125,2164.68115234375,2340.2958984375,2167.596435546875,2360.92724609375,2343.7392578125,2522.0,2282.0
7.75,2168.767578125,2360.927978515625,2343.739990234375,2163.51171875,2340.296630859375,2168.767578125,2360.927978515625,2343.739990234375,2522.0,2282.0
8.0,2167.596435546875,2360.927490234375,2343.739501953125,2163.511962890625,2340.296142578125,2167.596435546875,2360.927490234375,2343.739501953125,2522.0,2282.0
8.25,2167.596435546875,2362.202880859375,2343.7392578125,2163.51220703125,2340.2958984375,2167.596435546875,2362.202880859375,2343.7392578125,2522.0,2282.0
8.5,2167.59619140625,2360.927001953125,2343.73974609375,2163.51171875,2340.296142578125,2167.59619140625,2360.927001953125,2343.73974609375,2522.0,2282.0
8.75,2167.59619140625,2360.92724609375,2343.739501953125,2163.511962890625,2340.296142578125,2167.59619140625,2360.92724609375,2343.739501953125,2522.0,2282.0
9.0,2167.59619140625,2360.927490234375,2343.7392578125,2163.511962890625,2340.2958984375,2167.59619140625,2360.927490234375,2343.7392578125,2522.0,2282.0
9.25,2167.5966796875,2360.927978515625,2343.7392578125,2163.512451171875,2340.2958984375,2167.5966796875,2360.927978515625,2343.7392578125,2522.0,2282.0
9.5,2167.59619140625,2360.927734375,2343.73974609375,2163.511962890625,2340.296142578125,2167.59619140625,2360.927734375,2343.73974609375,2522.0,2282.0
9.75,2167.596435546875,2360.92724609375,2343.739501953125,2163.511962890625,2340.2958984375,2167.596435546875,2360.92724609375,2343.739501953125,2522.0,2282.0
10.0,2168.767578125,2360.927490234375,2343.739501953125,2163.51171875,2340.296142578125,2168.767578125,2360.927490234375,2343.739501953125,2522.0,2282.0
10.25,2167.596435546875,2360.927490234375,2343.7392578125,2163.51220703125,2340.2958984375,2167.596435546875,2360.927490234375,2343.7392578125,2522.0,2282.0
10.5,2167.596435546875,2360.92822265625,2343.739501953125,2163.51220703125,2341.560791015625,2167.596435546875,2360.92822265625,2343.739501953125,2522.0,2282.0
10.75,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
11.0,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
11.25,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
11.5,2463.7138671875,2456.57275390625,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.57275390625,2453.611328125,2522.0,2282.0
11.75,2463.7138671875,2457.900390625,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2457.900390625,2453.611328125,2522.0,2282.0
12.0,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
12.25,2463.7138671875,2456.57275390625,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.57275390625,2453.611328125,2522.0,2282.0
12.5,2465.045166015625,2456.572998046875,2454.937255859375,2465.045166015625,2454.937255859375,2465.045166015625,2456.572998046875,2454.937255859375,2522.0,2282.0
12.75,2463.7138671875,2456.57275390625,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.57275390625,2453.611328125,2522.0,2282.0
13.0,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
13.25,2463.7138671875,2456.57275390625,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.57275390625,2453.611328125,2522.0,2282.0
13.5,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
13.75,2463.7138671875,2456.57275390625,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.57275390625,2453.611328125,2522.0,2282.0
14.0,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
14.25,2463.7138671875,2456.57275390625,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.57275390625,2453.611328125,2522.0,2282.0
14.5,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
14.75,2465.045166015625,2456.57275390625,2454.937255859375,2465.045166015625,2454.937255859375,2465.045166015625,2456.57275390625,2454.937255859375,2522.0,2282.0
15.0,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
15.25,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
15.5,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
15.75,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
16.0,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
16.25,2463.7138671875,2457.900390625,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2457.900390625,2453.611328125,2522.0,2282.0
16.5,2463.7138671875,2456.572998046875,2453.611328125,2463.7138671875,2453.611328125,2463.7138671875,2456.572998046875,2453.611328125,2522.0,2282.0
16.75,2400.99462890625,2444.18017578125,2411.07373046875,2400.385986328125,2411.36474609375,2400.99462890625,2444.18017578125,2411.07373046875,2522.0,2282.0
17.0,2400.983154296875,2444.16796875,2411.0869140625,2400.374755859375,2411.378173828125,2400.983154296875,2444.16796875,2411.0869140625,2522.0,2282.0
17.25,2400.97900390625,2444.167724609375,2411.086181640625,2400.370361328125,2411.37744140625,2400.97900390625,2444.167724609375,2411.086181640625,2522.0,2282.0
17.5,2400.97998046875,2445.4892578125,2411.086181640625,2400.37158203125,2411.37744140625,2400.97998046875,2445.4892578125,2411.086181640625,2522.0,2282.0
17.75,2400.9833984375,2444.162109375,2411.08740234375,2400.375,2411.378662109375,2400.9833984375,2444.162109375,2411.08740234375,2522.0,2282.0
18.0,2400.9794921875,2444.164306640625,2411.100341796875,2400.37109375,2411.3916015625,2400.9794921875,2444.164306640625,2411.100341796875,2522.0,2282.0
18.25,2400.97802734375,2444.16845703125,2412.395263671875,2400.36962890625,2411.383544921875,2400.97802734375,2444.16845703125,2412.395263671875,2522.0,2282.0
18.5,2400.982421875,2444.168212890625,2411.08642578125,2400.3740234375,2411.37744140625,2400.982421875,2444.168212890625,2411.08642578125,2522.0,2282.0
18.75,2399.106201171875,2443.94677734375,2408.77978515625,2398.41162109375,2408.9521484375,2399.106201171875,2443.94677734375,2408.77978515625,2522.0,2282.0
19.0,2399.106689453125,2443.9462890625,2408.781005859375,2398.412109375,2408.953369140625,2399.106689453125,2443.9462890625,2408.781005859375,2522.0,2282.0
19.25,2399.125,2443.948486328125,2408.7763671875,2398.43017578125,2408.94873046875,2399.125,2443.948486328125,2408.7763671875,2522.0,2282.0
19.5,2400.405517578125,2443.946533203125,2408.778564453125,2398.414306640625,2408.950927734375,2400.405517578125,2443.946533203125,2408.778564453125,2522.0,2282.0
19.75,2399.105712890625,2443.947021484375,2408.781005859375,2398.410888671875,2408.953369140625,2399.105712890625,2443.947021484375,2408.781005859375,2522.0,2282.0
20.0,2399.106201171875,2445.267333984375,2408.781982421875,2398.411376953125,2408.954345703125,2399.106201171875,2445.267333984375,2408.781982421875,2522.0,2282.0
20.25,2399.103271484375,2443.942626953125,2408.78857421875,2398.40869140625,2410.262939453125,2399.103271484375,2443.942626953125,2408.78857421875,2522.0,2282.0
